id,name,lat,lng,cid,number_of_votes,place_url,source,category,created_at,date,number_of_reviews
ChIJx0AskEk9rjsR5weU21hSGF8,Peps The Great Sleep Store - Rajajinagar,12.979997634887695,77.5540542602539,0x3bae3d49902c40c7:0x5f185258db9407e7,12,https://www.google.com/maps/place/?q=place_id:ChIJx0AskEk9rjsR5weU21hSGF8,gmaps_v2,home_decor,1695212099,1670656825.0,26.0
ChIJVXe5PjQXrjsRmPfD9fFwQIE,Springfit Mattress - Gayathri Design Studio,13.005542755126951,77.57691955566406,0x3bae17343eb97755:0x814070f1f5c3f798,0,https://www.google.com/maps/place/?q=place_id:ChIJVXe5PjQXrjsRmPfD9fFwQIE,gmaps_v2,home_decor,1695212099,,
ChIJUfcm8ng9rjsReyJ2u6W9szo,@home by Nilkamal Ltd - Furniture and Homeware Store,13.012248992919922,77.553955078125,0x3bae3d78f226f751:0x3ab3bda5bb76227b,2555,https://www.google.com/maps/place/?q=place_id:ChIJUfcm8ng9rjsReyJ2u6W9szo,gmaps_v2,home_decor,1695212099,1465321111.0,2577.0
ChIJZRkh-1c9rjsRKu0Qi28hQjY,Tea Day,12.972917556762695,77.53977966308594,0x3bae3d57fb211965:0x3642216f8b10ed2a,1,https://www.google.com/maps/place/?q=place_id:ChIJZRkh-1c9rjsRKu0Qi28hQjY,gmaps_v2,coffee_shop,1687847039,1688137392.0,19.0
ChIJW7hvli4WrjsR0IjYfeNIbHM,Chai Point,13.008500099182127,77.5694580078125,0x3bae162e966fb85b:0x736c48e37dd888d0,188,https://www.google.com/maps/place/?q=place_id:ChIJW7hvli4WrjsR0IjYfeNIbHM,gmaps_v2,coffee_shop,1687847039,1468663741.0,190.0
ChIJ39UQV4EXrjsR3Uiu19ytp-8,CONNECT DIGITAL & ELECTRONICS MEGASTORE,12.98116397857666,77.56353759765625,0x3bae17815710d5df:0xefa7addcd7ae48dd,0,https://www.google.com/maps/place/?q=place_id:ChIJ39UQV4EXrjsR3Uiu19ytp-8,gmaps_v2,coffee_shop,1695212099,,
ChIJe3GspHg9rjsRHzwgpzyJlDA,Starbucks,13.01118278503418,77.5551528930664,0x3bae3d78a4ac717b:0x3094893ca7203c1f,2967,https://www.google.com/maps/place/?q=place_id:ChIJe3GspHg9rjsRHzwgpzyJlDA,gmaps_v2,coffee_shop,1699615207,1493981009.0,3011.0
ChIJ1QO6up09rjsRA7YPfCnFkHo,Bayar's Coffee,13.00805950164795,77.5468521118164,0x3bae3d9dbaba03d5:0x7a90c5297c0fb603,27,https://www.google.com/maps/place/?q=place_id:ChIJ1QO6up09rjsRA7YPfCnFkHo,gmaps_v2,coffee_shop,1687847039,1581768560.0,45.0
ChIJywqrofoXrjsRlM6P2w6qsAY,Peter England Showroom,13.029841423034668,77.57058715820312,0x3bae17faa1ab0acb:0x6b0aa0edb8fce94,103,https://www.google.com/maps/place/?q=place_id:ChIJywqrofoXrjsRlM6P2w6qsAY,gmaps_v2,clothing_store,1687847039,1496643246.0,105.0
ChIJl-0LASMWrjsR1OMvp7CwN2I,Parx,12.991530418395996,77.5704345703125,0x3bae1623010bed97:0x6237b0b0a72fe3d4,9,https://www.google.com/maps/place/?q=place_id:ChIJl-0LASMWrjsR1OMvp7CwN2I,gmaps_v2,clothing_store,1687847039,1514888703.0,9.0
ChIJpVNfUecXrjsRcWQr1RiXFrI,Monte Carlo,13.034119606018066,77.5680160522461,0x3bae17e7515f53a5:0xb2169718d52b6471,140,https://www.google.com/maps/place/?q=place_id:ChIJpVNfUecXrjsRcWQr1RiXFrI,gmaps_v2,clothing_store,1687847039,1459016938.0,142.0
ChIJTd6cL5Y9rjsRo9NjShYyXRA,Mufti Factory Outlet,12.99498176574707,77.53948211669922,0x3bae3d962f9cde4d:0x105d32164a63d3a3,74,https://www.google.com/maps/place/?q=place_id:ChIJTd6cL5Y9rjsRo9NjShYyXRA,gmaps_v2,clothing_store,1687847039,1499091669.0,78.0
ChIJt3SiZUs9rjsRzrYiTiIElgE,The Arvind Store,13.029523849487305,77.57076263427734,0x3bae3d4b65a274b7:0x19604224e22b6ce,36,https://www.google.com/maps/place/?q=place_id:ChIJt3SiZUs9rjsRzrYiTiIElgE,gmaps_v2,clothing_store,1687847039,1644760668.0,39.0
ChIJUTet5sAXrjsRtGgjX96QdUg,NewU,13.029518127441406,77.57088470458984,0x3bae17c0e6ad3751:0x487590de5f2368b4,272,https://www.google.com/maps/place/?q=place_id:ChIJUTet5sAXrjsRtGgjX96QdUg,gmaps_v2,clothing_store,1695212099,1693058456.0,475.0
ChIJ7_dCK589rjsROK27FKj56b8,"Taneira Sarees (Orion Mall, Bangalore)",13.011281967163086,77.55476379394531,0x3bae3d9f2b42f7ef:0xbfe9f9a814bbad38,209,https://www.google.com/maps/place/?q=place_id:ChIJ7_dCK589rjsROK27FKj56b8,gmaps_v2,clothing_store,1687847039,1583766296.0,211.0
ChIJDw_SAyMWrjsR0ZrsV6IxVzo,Pantaloons,12.991272926330566,77.5708236694336,0x3bae162303d20f0f:0x3a5731a257ec9ad1,3587,https://www.google.com/maps/place/?q=place_id:ChIJDw_SAyMWrjsR0ZrsV6IxVzo,gmaps_v2,clothing_store,1687847039,1547539797.0,3710.0
ChIJ9S0ubCUWrjsRUPD60MCxkxg,Ramraj Cotton - Malleswaram,12.998918533325195,77.57144927978516,0x3bae16256c2e2df5:0x1893b1c0d0faf050,2028,https://www.google.com/maps/place/?q=place_id:ChIJ9S0ubCUWrjsRUPD60MCxkxg,gmaps_v2,clothing_store,1687847039,1464071268.0,2030.0
ChIJs07oIgI9rjsR1gBnQL13JyM,navyāsa by liva,13.01102066040039,77.5549545288086,0x3bae3d0222e84eb3:0x232777bd406700d6,5,https://www.google.com/maps/place/?q=place_id:ChIJs07oIgI9rjsR1gBnQL13JyM,gmaps_v2,clothing_store,1687847039,1653192197.0,11.0
ChIJLXKjz_89rjsRIILDNp4CXKk,V-Mart,12.973692893981934,77.55180358886719,0x3bae3dffcfa3722d:0xa95c029e36c38220,0,https://www.google.com/maps/place/?q=place_id:ChIJLXKjz_89rjsRIILDNp4CXKk,gmaps_v2,clothing_store,1687847039,1688027271.0,1.0
ChIJpUbsCdsXrjsR66tFcarttKE,Lotusind Enterprises - Malleshwaram,13.002416610717772,77.57829284667969,0x3bae17db09ec46a5:0xa1b4edaa7145abeb,0,https://www.google.com/maps/place/?q=place_id:ChIJpUbsCdsXrjsR66tFcarttKE,gmaps_v2,clothing_store,1687847039,,
