h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
8760145b0ffffff,11096.068541831291,self_median,"POLYGON ((77.58639450493625 12.990981375325303, 77.58239156366041 13.003463445585849, 77.56979739968311 13.005996845074433, 77.56120770651967 12.996049566113212, 77.56521045543735 12.983568996280898, 77.57780309015591 12.981034204983278, 77.58639450493625 12.990981375325303))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.09999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.32}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.32}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.24}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.09999999999999998,0.32,0.32,0.24,0.02,3153,10092,10092,7569,630,31536,1350746.1732344725
8761892deffffff,6389.350442861485,self_median,"POLYGON ((77.6683802076284 13.102966908771554, 77.66437545051818 13.115451226726334, 77.65176578489363 13.117981385491833, 77.64316240655768 13.108028614130145, 77.64716697565827 13.095545788321603, 77.65977511138509 13.093014241728296, 77.6683802076284 13.102966908771554))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,1047,3019,1170,862,61,6159,777788.1533097286
876189201ffffff,6731.616485696469,self_median,"POLYGON ((77.77088429801842 12.930395030573258, 77.76688135575705 12.942895340395554, 77.75426516035898 12.945444754854865, 77.74565343506897 12.93549523732784, 77.74965619515231 12.922996421828906, 77.76227086298519 12.920445629533804, 77.77088429801842 12.930395030573258))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,522,1568,653,490,32,3265,819452.8695869013
876189256ffffff,8034.831602594707,self_median,"POLYGON ((77.69521049339984 12.945683960404041, 77.69120766521141 12.958177207023981, 77.67860086906154 12.960720773172516, 77.66999842955848 12.950772476127161, 77.6740010713992 12.938280726734327, 77.68660633937125 12.93573577716062, 77.69521049339984 12.945683960404041))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.43}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.23}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.43,0.23,0.18,0.01,1621,4647,2486,1945,108,10807,978095.8002262869
8761892f5ffffff,6022.697461928316,self_median,"POLYGON ((77.7302445515902 13.02042147527224, 77.72624060657571 13.03291456960263, 77.71362610785116 13.0354547605543, 77.70501708312975 13.025503239333922, 77.70902084362781 13.013011637611934, 77.72163381364496 13.010470064501751, 77.7302445515902 13.02042147527224))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,1383,4149,1464,1057,81,8134,733154.7672565137
87618925effffff,8546.288419181028,self_median,"POLYGON ((77.63619469054704 12.945909731811764, 77.63219211340875 12.958397941629139, 77.61959315295742 12.960937814500825, 77.61099829845135 12.95099086514015, 77.61500068601028 12.93850415526832, 77.62759811793448 12.93596289481316, 77.63619469054704 12.945909731811764))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.13000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.42}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.25}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.19}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.13000000000000012,0.42,0.25,0.19,0.01,2653,8574,5103,3878,204,20412,1040356.441026604
876189353ffffff,7379.423868312757,self_median,"POLYGON ((77.7736696918979 12.847985579930539, 77.76966780732835 12.860489517256376, 77.7570546124432 12.863045210924675, 77.74844482914105 12.853098343555546, 77.75244653178291 12.840595903706134, 77.76505819993591 12.83803883375029, 77.7736696918979 12.847985579930539))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,22,69,33,24,1,149,898311.7320536588
876016969ffffff,4223.3576473304365,self_median,"POLYGON ((77.50800430903661 13.088436874412384, 77.50400046187005 13.100908092413711, 77.49141279889535 13.103429274798295, 77.48283051402504 13.093480638034917, 77.48683416443019 13.081010920116888, 77.49942029674561 13.078488338880598, 77.50800430903661 13.088436874412384))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,752,2257,514,396,39,3958,514117.6047016949
8761892d6ffffff,4631.566980983183,self_median,"POLYGON ((77.72744734588419 13.102785718555918, 77.7234423424044 13.115275075623506, 77.71082484355355 13.117808956798655, 77.7022138780056 13.10785486456867, 77.70621869671653 13.09536699692641, 77.71883466602573 13.092831732087916, 77.72744734588419 13.102785718555918))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.56,0.14,0.11,0.01,40,127,31,24,2,224,563809.7270269451
8761892ddffffff,8000.0,self_median,"POLYGON ((77.6425690730906 13.073110446075102, 77.63856481561947 13.08559383776223, 77.62595980531125 13.088124608791844, 77.6173605825069 13.078173377306992, 77.62136465059086 13.065691480159254, 77.63396813114657 13.063159319957302, 77.6425690730906 13.073110446075102))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.44}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.23}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.44,0.23,0.17,0.01,3221,9451,4940,3651,214,21477,973855.6809682761
876189355ffffff,4839.326438203641,self_median,"POLYGON ((77.78567446931608 12.810468678307032, 77.78167302292279 12.822975159167239, 77.76905977480877 12.82553437201773, 77.76044949965569 12.815588478825703, 77.76445076482447 12.8030834963711, 77.77706248665224 12.800522908703996, 77.78567446931608 12.810468678307032))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,111,340,92,68,6,617,589100.6929880737
87618920bffffff,6819.59521982916,self_median,"POLYGON ((77.71642596317875 12.953087150331612, 77.71242294979669 12.965581892899149, 77.69981303661072 12.96812623022036, 77.69120766521141 12.958177207023981, 77.69521049339984 12.945683960404041, 77.70781887846209 12.943138241033456, 77.71642596317875 12.953087150331612))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,3621,10865,4527,3395,226,22634,830162.693341841
876189252ffffff,6438.779652891572,self_median,"POLYGON ((77.67860086906154 12.960720773172516, 77.67459791621894 12.97321197905409, 77.6619927108689 12.975753390495637, 77.65339198706758 12.965804980895406, 77.65739475263415 12.95331527240758, 77.66999842955848 12.950772476127161, 77.67860086906154 12.960720773172516))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,2627,7572,2936,2163,154,15452,783805.2679339254
8761892dbffffff,5725.264629802416,self_median,"POLYGON ((77.63055586630092 13.110557995956475, 77.626551174516 13.123038759911639, 77.61394623161486 13.125565975507293, 77.60534751097303 13.115613817755117, 77.6093520126667 13.10313454738049, 77.62195542537364 13.100605941177609, 77.63055586630092 13.110557995956475))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,1031,3154,1031,788,60,6064,696947.6855974772
8761892c5ffffff,5906.993466198651,self_median,"POLYGON ((77.67119134617862 13.020630494093403, 77.66718764697227 13.033118553335198, 77.65458097637621 13.035655035976498, 77.64597953433075 13.025704845700316, 77.64998304578212 13.013218281790842, 77.66258818731443 13.010680412825707, 77.67119134617862 13.020630494093403))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,2807,8423,2973,2147,165,16515,719069.8930625055
87618934effffff,4764.171679178546,self_median,"POLYGON ((77.72202145112041 12.788313039654408, 77.7180205518674 12.800815021447244, 77.70541662985235 12.80337193822064, 77.6968151338292 12.793428252148141, 77.7008158483932 12.780927772608171, 77.71341824394986 12.7783694768898, 77.72202145112041 12.788313039654408))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18999999999999995}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18999999999999995,0.55,0.14,0.11,0.01,655,1898,483,379,34,3449,579951.9568595248
876189208ffffff,7411.679058871327,self_median,"POLYGON ((77.73304035022656 12.938043879457954, 77.72903746313843 12.950540659860673, 77.71642596317875 12.953087150331612, 77.70781887846209 12.943138241033456, 77.71182158128593 12.930642956408832, 77.72443155337179 12.928095085304786, 77.73304035022656 12.938043879457954))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,679,2085,997,725,45,4531,902238.219624431
876189358ffffff,4874.746106973596,self_median,"POLYGON ((77.73122940581314 12.833206191392435, 77.7272278862548 12.84570713248212, 77.71462091074038 12.848261291220153, 77.7060169819118 12.838315887911355, 77.710018317232 12.825816446863097, 77.72262376589966 12.823260909083682, 77.73122940581314 12.833206191392435))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,469,1435,391,287,26,2608,593412.3986942781
87601692effffff,6230.082678804349,self_median,"POLYGON ((77.69880901785749 13.155268217757046, 77.69480345155354 13.167752879339762, 77.68218760247126 13.170281043378049, 77.67357885021022 13.160325932337052, 77.67758423010984 13.147842759384654, 77.69019854895603 13.1453132088419, 77.69880901785749 13.155268217757046))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,158,466,167,130,9,930,758400.1762069588
87601692cffffff,7353.980291374157,self_median,"POLYGON ((77.69420380409413 13.132827971803614, 77.69019854895603 13.1453132088419, 77.67758423010984 13.147842759384654, 77.66897669672358 13.137888459366648, 77.67298176523184 13.125404712078042, 77.6855945540373 13.122873775056961, 77.69420380409413 13.132827971803614))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,133,409,195,142,8,887,895214.4355604328
876189348ffffff,4967.932966443994,self_median,"POLYGON ((77.7008158483932 12.780927772608171, 77.6968151338292 12.793428252148141, 77.68421432490419 12.795984406148767, 77.67561575733617 12.786041460929361, 77.67961628605863 12.773542484921437, 77.69221556847084 12.770984950603182, 77.7008158483932 12.780927772608171))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,273,835,227,167,15,1517,604756.217755133
8761892f2ffffff,6818.811249571597,self_median,"POLYGON ((77.73946148156068 13.065312404686352, 77.7354569154935 13.077804381808159, 77.72283935877067 13.080341808344835, 77.71422789749289 13.070388639982308, 77.71823227949591 13.057898153238007, 77.73084830712237 13.055359344478026, 77.73946148156068 13.065312404686352))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,166,500,208,156,10,1040,830067.2591057112
876014583ffffff,4937.5,self_median,"POLYGON ((77.51085305922454 13.00617423993458, 77.50685026830111 13.018649200821505, 77.49426558615215 13.021176743422778, 77.48568522503113 13.011230722485758, 77.48968781945382 12.998757264873957, 77.5022709717766 12.996228324926417, 77.51085305922454 13.00617423993458))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,4305,13156,3588,2631,239,23919,601051.553097608
876189244ffffff,5750.170630812846,self_median,"POLYGON ((77.66020711472075 12.870962432289412, 77.65620540592592 12.883455790158331, 77.64360631310693 12.88600274071129, 77.63501045700714 12.876057718068125, 77.63901197762836 12.863565862032056, 77.65160954280293 12.861017526808233, 77.66020711472075 12.870962432289412))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,2691,8233,2691,2058,158,15831,699979.5419192534
876189274ffffff,7420.69239584576,self_median,"POLYGON ((77.71922441058571 12.870706463975582, 77.7152224545372 12.883204851806845, 77.70261553761596 12.885755484054581, 77.69401210431467 12.875809108979723, 77.69801387542202 12.863312220255505, 77.71061926505251 12.860760207500379, 77.71922441058571 12.870706463975582))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,138,425,203,147,9,922,903335.4308015602
8761892ebffffff,8333.333333333334,self_median,"POLYGON ((77.62878080330495 13.005806021967807, 77.62477748076111 13.01829108926855, 77.61217705912219 13.0208260277159, 77.6035814894712 13.010877287933495, 77.60758462195614 12.998393718516281, 77.62018351443085 12.995857390999008, 77.62878080330495 13.005806021967807))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000013}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.42}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000013,0.42,0.24,0.18,0.01,5039,14109,8062,6046,335,33591,1014433.0010086212
876014c91ffffff,4350.0,self_median,"POLYGON ((77.62064368530737 12.773821701607394, 77.61664340973495 12.786315646371829, 77.60405354808225 12.788867376350812, 77.5954654891926 12.778926547412611, 77.59946557454793 12.766434110177672, 77.61205390928916 12.763880994354693, 77.62064368530737 12.773821701607394))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,221,664,151,116,11,1163,529534.0265265001
876189260ffffff,5338.018729087014,self_median,"POLYGON ((77.67221137198204 12.833477242707941, 77.66821009777998 12.845973157279758, 77.65561094056919 12.84852364013451, 77.64701458504308 12.838579591627019, 77.65101567177419 12.826085179826142, 77.66361330178232 12.823533313763955, 77.67221137198204 12.833477242707941))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.53}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.16}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.53,0.16,0.12,0.01,1669,4916,1484,1113,92,9274,649807.4830545558
876014593ffffff,6404.580071775018,self_median,"POLYGON ((77.54119180423723 13.058439377922882, 77.53718819246127 13.070914723884567, 77.52459731167798 13.073440240737382, 77.51601157312984 13.063491807684699, 77.52001498999378 13.05101796150424, 77.53260434059672 13.048491048596787, 77.54119180423723 13.058439377922882))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,997,2874,1114,821,58,5864,779642.085889289
876189243ffffff,6188.278869350968,self_median,"POLYGON ((77.62700698209287 12.90103886539099, 77.62300502786229 12.913528154112774, 77.61040912426928 12.91607080211009, 77.60181670332167 12.906125548887026, 77.60581846752576 12.893637762330513, 77.61841284298353 12.891093726833853, 77.62700698209287 12.90103886539099))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,3259,9587,3451,2684,191,19172,753311.3165416728
87601450affffff,2933.8067548786635,self_median,"POLYGON ((77.44109749890838 12.856843378440352, 77.4370969827292 12.869318574351261, 77.42452776041259 12.871852987988245, 77.41596058326354 12.861913605518037, 77.41996089933691 12.849439922061867, 77.43252859294213 12.846904108625647, 77.44109749890838 12.856843378440352))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.62}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.62,0.09,0.07,0.0,432,1219,177,137,0,1965,357138.0468877112
876189289ffffff,6818.811249571597,neighbour_median,"POLYGON ((77.74407130848059 13.087758261268865, 77.74006643189782 13.100249674272588, 77.72744734588419 13.102785718555918, 77.71883466602573 13.092831732087916, 77.72283935877067 13.080341808344835, 77.7354569154935 13.077804381808159, 77.74407130848059 13.087758261268865))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,131,395,164,123,8,821,830067.2591057112
876016966ffffff,7420.657276995305,self_median,"POLYGON ((77.6093520126667 13.10313454738049, 77.60534751097303 13.115613817755117, 77.59274569775081 13.11814025766955, 77.58414991674455 13.108188819189804, 77.58815422719552 13.095711043669473, 77.60075451017535 13.093183211774988, 77.6093520126667 13.10313454738049))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,2095,6427,3073,2235,139,13969,903331.155715057
876014589ffffff,3136.456707716098,self_median,"POLYGON ((77.4473755939715 12.98392324622748, 77.4433733959817 12.996393693497575, 77.4307981421287 12.998918944967786, 77.42222661648401 12.988975150597163, 77.42622861454409 12.976506210390445, 77.43880233845601 12.97397955749424, 77.4473755939715 12.98392324622748))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.61}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.1}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.61,0.1,0.08,0.01,1016,3101,508,406,50,5081,381807.02286504733
87618925affffff,14229.47131608549,self_median,"POLYGON ((77.61959315295742 12.960937814500825, 77.61559045373052 12.973423980521089, 77.60299309022385 12.975961697070936, 77.59439995499558 12.966014636595764, 77.59840246371652 12.953529970683633, 77.61099829845135 12.95099086514015, 77.61959315295742 12.960937814500825))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.07000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.21}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.4}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.3}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.07000000000000006,0.21,0.4,0.3,0.02,1783,5351,10192,7644,509,25479,1732181.4347931235
876189259ffffff,11417.707767517655,self_median,"POLYGON ((77.59381274222542 12.931098546657475, 77.58981054539578 12.943583755310295, 77.57721783854912 12.946122094829185, 77.56862885743395 12.936176616018484, 77.57263086238557 12.923692909856511, 77.58522204060961 12.921153180016534, 77.59381274222542 12.931098546657475))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.09999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.31}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.33}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.24}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.09999999999999998,0.31,0.33,0.24,0.02,3904,12104,12885,9371,780,39044,1389899.9466290853
