h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
876014482ffffff,1563.1770077919375,infered_median,"POLYGON ((77.41592012885727 13.118535798475717, 77.411916334129 13.13099780201893, 77.39933981189617 13.133510934581862, 77.39076861611116 13.12356346935789, 77.39477220902207 13.111102968858747, 77.40734719981273 13.108588430541895, 77.41592012885727 13.118535798475717))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.22999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.67}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.06}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.04}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.22999999999999998,0.67,0.06,0.04,0.0,0,0,0,0,0,0,190288.6011746462
876189206ffffff,4784.664707620907,infered_median,"POLYGON ((77.81335860423135 12.945192089486358, 77.80935530108836 12.9576953840985, 77.79673289120105 12.960246347128122, 77.78811531218373 12.950295390617068, 77.79211843546537 12.937793587756481, 77.8047393179078 12.935241249654958, 77.81335860423135 12.945192089486358))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,102,312,85,62,5,566,582446.6133806297
876016935ffffff,4356.121812421913,infered_median,"POLYGON ((77.7625197005939 13.177544129257614, 77.75851358202142 13.190033249041248, 77.74588837690094 13.19256376404273, 77.7372708207032 13.1826065416162, 77.74127675634473 13.170118906616269, 77.75390043139703 13.167587009257224, 77.7625197005939 13.177544129257614))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,106,318,72,55,5,556,530279.2467521129
876014484ffffff,2127.657593939026,infered_median,"POLYGON ((77.42793065826923 13.081144501410417, 77.42392729095887 13.0936091469023, 77.41135068027711 13.096125856204681, 77.4027789681916 13.086179324347212, 77.40678213438717 13.073716182872277, 77.41935721406054 13.071198069240475, 77.42793065826923 13.081144501410417))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.22999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.65}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.07}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.05}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.22999999999999998,0.65,0.07,0.05,0.0,0,0,0,0,0,0,259003.92937660177
87601690effffff,4556.0552751929445,infered_median,"POLYGON ((77.67017009269124 13.20772617720072, 77.66616396554213 13.220206118582093, 77.65354977260317 13.222728553983334, 77.64494323802253 13.212772437336211, 77.64894917713201 13.20029398378035, 77.66156183914272 13.197770159044918, 77.67017009269124 13.20772617720072))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18999999999999995}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18999999999999995,0.56,0.14,0.1,0.01,0,0,0,0,0,0,554617.5390690165
876189230ffffff,3752.930575548987,infered_median,"POLYGON ((77.85123523964413 12.937529826020858, 77.8472318892424 12.95003664274639, 77.83460480104598 12.952590531867735, 77.82598259066015 12.942638976526922, 77.82998576329327 12.930133650086978, 77.84261132436343 12.927578388701486, 77.85123523964413 12.937529826020858))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.59}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.12}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.09}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.59,0.12,0.09,0.01,24,77,15,11,1,128,456851.59515974036
876189235ffffff,2495.11404012231,infered_median,"POLYGON ((77.84661436577456 12.915071033185, 77.84261132436343 12.927578388701486, 77.82998576329327 12.930133650086978, 77.82136477085058 12.920182928181072, 77.82536763426474 12.907677064061525, 77.837991668401 12.905120430450424, 77.84661436577456 12.915071033185))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.64}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.08}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.64,0.08,0.06,0.0,13,39,4,3,0,59,303735.12282960245
8761892a1ffffff,3588.4985307156808,infered_median,"POLYGON ((77.83183286218626 13.035013635290214, 77.82782832136388 13.047514732060145, 77.81519979976757 13.050060194447797, 77.80657734749283 13.04010593527457, 77.81058170936562 13.027606325800955, 77.82320870274535 13.025059488202842, 77.83183286218626 13.035013635290214))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,48,146,26,19,2,241,436834.9600354723
876189226ffffff,4374.990000000001,infered_median,"POLYGON ((77.84199440081359 12.892612539829324, 77.837991668401 12.905120430450424, 77.82536763426474 12.907677064061525, 77.81674785956483 12.897727179236778, 77.82075041375221 12.88522078112299, 77.83337292114702 12.882662775326391, 77.84199440081359 12.892612539829324))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,10,30,7,5,0,52,532576.1082099249
876189233ffffff,4749.802759679186,infered_median,"POLYGON ((77.83460480104598 12.952590531867735, 77.83060131920169 12.965095316943106, 77.81797580539042 12.967647056215176, 77.80935530108836 12.9576953840985, 77.81335860423135 12.945192089486358, 77.82598259066015 12.942638976526922, 77.83460480104598 12.952590531867735))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.56,0.14,0.11,0.01,163,508,127,99,9,906,578202.8001240465
876189283ffffff,3487.792634462151,infered_median,"POLYGON ((77.8078034159076 13.11000717911497, 77.803797994765 13.122503052191771, 77.79116957187671 13.1250414427059, 77.78254809952698 13.1150853382421, 77.78655334030974 13.102590950569931, 77.79918023408456 13.100051181955068, 77.8078034159076 13.11000717911497))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,24,74,13,9,1,121,424575.8338887846
876016908ffffff,5766.25745766607,infered_median,"POLYGON ((77.64894917713201 13.20029398378035, 77.64494323802253 13.212772437336211, 77.63233217238181 13.21529409023296, 77.62372857711046 13.205338680285026, 77.6277343270257 13.192861715831741, 77.64034386168721 13.190338672222945, 77.64894917713201 13.20029398378035))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,26,79,26,19,1,151,701937.822884224
876016931ffffff,3441.87402462966,infered_median,"POLYGON ((77.74588837690094 13.19256376404273, 77.74188213055322 13.205050817674682, 77.72925851158911 13.20757916393566, 77.7206426695749 13.197621840327255, 77.72464873205935 13.185136271641658, 77.7372708207032 13.1826065416162, 77.74588837690094 13.19256376404273))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,418986.07150784234
876016900ffffff,3987.252914434784,infered_median,"POLYGON ((77.70802216923552 13.200149401550915, 77.70401598062064 13.212632901211403, 77.69139707048042 13.215158292168743, 77.68278587986312 13.205201570015992, 77.68679188252513 13.192719556744278, 77.69940926203876 13.190192779234982, 77.70802216923552 13.200149401550915))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.58}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.12}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.09}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.58,0.12,0.09,0.01,1182,3430,709,532,59,5912,485376.1127724538
87618929cffffff,2755.7867729083664,infered_median,"POLYGON ((77.81242239584093 13.13245985744835, 77.80841666487237 13.144955159375776, 77.79578671267718 13.147492171763206, 77.78716402104003 13.137535260347818, 77.79116957187671 13.1250414427059, 77.803797994765 13.122503052191771, 77.81242239584093 13.13245985744835))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20999999999999996}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.63}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.20999999999999996,0.63,0.09,0.07,0.0,23,71,10,7,0,111,335467.3255417557
876016902ffffff,3052.7405126141302,infered_median,"POLYGON ((77.71263010726811 13.222590324757398, 77.7086236075082 13.235073237952243, 77.6960031665462 13.237597242336262, 77.68739075644746 13.22763972009698, 77.69139707048042 13.215158292168743, 77.70401598062064 13.212632901211403, 77.71263010726811 13.222590324757398))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20999999999999996}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.62}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.1}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.20999999999999996,0.62,0.1,0.07,0.0,0,0,0,0,0,0,371616.0863414099
876189669ffffff,2635.1848001070825,infered_median,"POLYGON ((77.80502372281352 13.192394311328213, 77.80101724186069 13.20488639682138, 77.7883858104194 13.207418485743124, 77.77976239016238 13.197459868753521, 77.78376869050564 13.184969265471608, 77.79639859199817 13.182435796965521, 77.80502372281352 13.192394311328213))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.63}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.63,0.09,0.06,0.0,0,0,0,0,0,0,320786.2109981917
876189298ffffff,3441.87402462966,infered_median,"POLYGON ((77.79578671267718 13.147492171763206, 77.7917808517942 13.159985415698202, 77.77915248005684 13.162520263766588, 77.77053149904644 13.152563247436571, 77.7745371788642 13.14007148795484, 77.78716402104003 13.137535260347818, 77.79578671267718 13.147492171763206))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,418986.07150784234
876014c99ffffff,3617.3913043478256,infered_median,"POLYGON ((77.5617100147142 12.774087657880278, 77.55771000129394 12.786576562887522, 77.54512799067606 12.789124633696904, 77.53654752100263 12.779185189490098, 77.54054734098932 12.766697794719356, 77.55312782436137 12.764148333922805, 77.5617100147142 12.774087657880278))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.09}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.6,0.11,0.09,0.01,2,8,1,1,0,12,440352.13400304667
876014c9bffffff,5016.1807418606295,infered_median,"POLYGON ((77.5662934069338 12.796516760958147, 77.5622930815799 12.809005148935082, 77.54970954351943 12.811551829704792, 77.54112785853395 12.80161151254088, 77.54512799067606 12.789124633696904, 77.55771000129394 12.786576562887522, 77.5662934069338 12.796516760958147))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,55,168,45,33,3,304,610629.5140280796
876014508ffffff,2376.383471451717,infered_median,"POLYGON ((77.43652879567027 12.834428385067786, 77.43252859294213 12.846904108625647, 77.41996089933691 12.849439922061867, 77.4113949372492 12.839501411693814, 77.41539493965237 12.827027201696026, 77.42796110474512 12.824489988510942, 77.43652879567027 12.834428385067786))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.64}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.08}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.64,0.08,0.06,0.0,50,147,18,13,0,228,289281.817979046
87601452affffff,1437.5653098905448,infered_median,"POLYGON ((77.4696690872705 12.804392745296392, 77.46566911335101 12.816872540908605, 77.45309819250411 12.819412658084131, 77.44452877389632 12.80947437658889, 77.44852854933148 12.79699609422542, 77.461097942136 12.794454580113094, 77.4696690872705 12.804392745296392))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.22999999999999987}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.68}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.05}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.04}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.22999999999999987,0.68,0.05,0.04,0.0,0,0,0,0,0,0,174997.64297497843
876014424ffffff,2376.383471451717,infered_median,"POLYGON ((77.42452776041259 12.871852987988245, 77.420527130674 12.884326141238505, 77.40795952453547 12.88685839940664, 77.39939407735785 12.87691890553106, 77.4033945060705 12.864447264888161, 77.41596058326354 12.861913605518037, 77.42452776041259 12.871852987988245))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.64}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.08}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.64,0.08,0.06,0.0,18,54,6,5,0,83,289281.817979046
876014c9cffffff,3523.5,infered_median,"POLYGON ((77.59946557454793 12.766434110177672, 77.5954654891926 12.778926547412611, 77.58287875147043 12.781477519707337, 77.57429362634123 12.771537441979476, 77.57829352033225 12.759046513545508, 77.59087873109564 12.756494154042006, 77.59946557454793 12.766434110177672))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,428922.56148646516
87601450bffffff,2376.383471451717,infered_median,"POLYGON ((77.41996089933691 12.849439922061867, 77.41596058326354 12.861913605518037, 77.4033945060705 12.864447264888161, 77.39483027397378 12.854508641959308, 77.3988303888024 12.842036472216334, 77.4113949372492 12.839501411693814, 77.41996089933691 12.849439922061867))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.64}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.08}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.64,0.08,0.06,0.0,74,216,27,20,0,337,289281.817979046
