id,name,Unnamed: 2,active,top_category,category,sub_categories,type,brand_name,brand_id,source,number_of_votes,address,image_url,place_url,verified,lat,lng
ChIJIbTfwfA9rjsRTKBbLOrQY-w,HIRA MORAL SCHOOL MAJESTIC,,True,education,school,['School'],N_A,Hira Moral School,hiramoralschool,gmaps_v2,3,"XHP6+3J9 HIRA MORAL SCHOOL MAJESTIC, Unnamed Road, 4N Block, Srirampura, Bengaluru, Karnataka 560021",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a5nOjOScJJXVIx3us0Cj4Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.09785&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJIbTfwfA9rjsRTKBbLOrQY-w,True,12.985150337219238,77.56161499023438
ChIJE5TgMBYWrjsROSOKZBheou8,Saraswati Sangeet Vidyalaya (R),,True,education,school,['Music school'],music_school,N_A,N_A,gmaps_v2,3,"Saraswati Sangeet Vidyalaya (R), 114, Nehru Circle, Acharya Govind Vithal Bhave Road, Seshadripuram, Bengaluru, Karnataka 560020",https://lh5.googleusercontent.com/p/AF1QipP-UBX9BTMVDVlz-wdH7f9A0FTuZuuSsuP23kFd=w163-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJE5TgMBYWrjsROSOKZBheou8,True,12.987998008728027,77.57683563232422
ChIJuRwVT68XrjsRpBVk9kvUcQc,Music Mane School Of Fine Arts,,True,education,school,"['Guitar instructor' 'After school program' 'Dance school' 'Music college'
 'Music instructor' 'Music school' 'Musician' 'Piano instructor'
 'Violin shop']",music_school,N_A,N_A,gmaps_v2,3,"2nd Floor, Music Mane School Of Fine Arts, No-7,Govindarao Street, Nagappa St, 4th Block, Nehru Nagar, Sampangiram Nagar, Bengaluru, Karnataka 560020",https://lh5.googleusercontent.com/p/AF1QipNjrEsWsSyqbjCLAxaV0CcHNzK6mo0fM8pytlNH=w130-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJuRwVT68XrjsRpBVk9kvUcQc,True,12.989039421081545,77.57465362548828
ChIJj4Lun209rjsR8lBf8t0hgsg,Bharathi Tirtha Sangeeta Vidya Gurukula,,True,education,school,['Music school'],music_school,N_A,N_A,gmaps_v2,3,"Bharathi Tirtha Sangeeta Vidya Gurukula, 21/B, 9th Main Rd, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka 560096",https://lh5.googleusercontent.com/p/AF1QipOHQ56ZOF63yc5M1sCM3VMnjA9IqvqorOfbvuqc=w164-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJj4Lun209rjsR8lBf8t0hgsg,True,13.015952110290527,77.54230499267578
ChIJH6w8xBs9rjsRlsClqk5US4M,Karnataka Maratha Welfare Association Primary School,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,3,"2G3V+7XJ Karnataka Maratha Welfare Association Primary School, Chord Rd, West of Chord Road 2nd Stage, Stage 2, Nagapura, Bengaluru, Karnataka 560086",https://lh5.googleusercontent.com/p/AF1QipM5NlqBsIgg_e4mnZVPSZghuRpFehRW5aT8-vxP=w138-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJH6w8xBs9rjsRlsClqk5US4M,True,13.003206253051758,77.5448989868164
ChIJWeynrKc9rjsRiEzjQy5p3Dg,Sree Saraswathi Vidyaniketana,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,3,"Sree Saraswathi Vidyaniketana, 35th Main Rd, Jai Maruthi Nagar, Nandini Layout, Bengaluru, Karnataka 560096",https://lh5.googleusercontent.com/p/AF1QipMyJ0w44klAbOfuP3G-UAl5PzI7qoU7VY9w7T0=w122-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJWeynrKc9rjsRiEzjQy5p3Dg,True,13.006214141845703,77.53009033203125
ChIJC0Ksw5g9rjsRdSlqufxaX2U,Parilok Montessori,,True,education,school,['Montessori school'],pre_school,N_A,N_A,gmaps_v2,3,"Parilok Montessori, Shop Number- 05 , 2nd Stage , 2nd Phase , Behind Yashasvi Tutorials , West Of Chord Road, 14th Main Rd, Mahalakshmi Puram, Bovipalya, Nagapura, Bengaluru, Karnataka 560086",https://lh3.googleusercontent.com/gps-proxy/AE4_-5EUahaNLv7nWdKdFWO0w1J7tJUeXy7lMk0irZgDgftXX65_zWSRGx4LrmRVzZvZ1A-uA--D5irqLtf7d77npkkSePtwUbJ1HJbJgDw_CdjFlYlrUQ426RvozOySk2GisNxQZR3kfbXWVPpmmyOH1egJmwCP7l93LUtmu9fY3t4AeIww8oVf6deLr11h_SCgRCKd8Q=w123-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJC0Ksw5g9rjsRdSlqufxaX2U,True,13.002930641174316,77.54096221923828
ChIJB4lXvi8XrjsRfHWkDyx1Gvs,KC general nursing school,,True,education,college,['College'],N_A,N_A,N_A,gmaps_v2,3,"XHWC+827 KC general nursing school, Srirampura, Bengaluru, Karnataka 560003",,https://www.google.com/maps/place/?q=place_id:ChIJB4lXvi8XrjsRfHWkDyx1Gvs,True,12.995794296264648,77.57006072998047
ChIJc0GQriUWrjsRGb-TzZzaSS4,Malleshwaram Government School,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,3,"XHWC+X2V Malleshwaram Government School, Bengaluru,, Srirampura, Bengaluru, Karnataka 560021",https://lh5.googleusercontent.com/p/AF1QipMH-yWs2ukeBRnX-mouCKY9-YlP6AKoHBDPZKM7=w80-h106-k-no,https://www.google.com/maps/place/?q=place_id:ChIJc0GQriUWrjsRGb-TzZzaSS4,True,12.9974946975708,77.57005310058594
ChIJce0E1fY9rjsRbYC14Hcd5XE,Alphabet Campus Preschool,,True,education,school,['Preschool' 'Montessori school' 'Nursery school' 'Play School'],pre_school,Alphabet Campus,alphabetcampus,gmaps_v2,3,"Alphabet Campus Preschool, Skanda Enclave, #45/01, Gubbanna Layout, near St. Miras School, 6th Block, Rajajinagar, Bengaluru, Karnataka 560010",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EAodhv0f00SXVmq0Kc0DMQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=49.07333&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJce0E1fY9rjsRbYC14Hcd5XE,True,12.978967666625977,77.55620574951172
ChIJS2gaQ5c9rjsRyDjCUGZUB1s,Goutham College Of Paramedical Sciences,,True,education,college,"['Educational institution' 'College' 'Laboratory' 'Law College'
 'Nursing school' 'Pharmacy' 'Private College' 'Psychologist' 'Hostel']",N_A,Goutham College,gouthamcollege,gmaps_v2,3,"Goutham College Of Paramedical Sciences, 874, Dr MC Modi Hospital Rd, Basaveshwar Nagar, 3rd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079",https://lh5.googleusercontent.com/p/AF1QipOwXl1Qj2lG1Mmish4v6x838V-VHFVtI2UH3DQT=w122-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJS2gaQ5c9rjsRyDjCUGZUB1s,True,12.99623966217041,77.54725646972656
