id,name,lat,lng,source,category,number_of_votes,reviews_per_day
ChIJ-aPbRwk9rjsRS6h84d5aKHM,Dr. Varsha Monica Reddy - Pediatric Neurologist,13.014189720153809,77.55606842041016,gmaps_v2,clinic,16,0.0
ChIJX_bPjzg9rjsRoyPTOA5XTIg,Dr. Sriharee Kulkarni | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJbZqZipQ9rjsR75VIXKYGDp4,Dr. Tejas S Rao | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,1,0.0
ChIJUZ5cbGs9rjsRB3uu9crpr4M,Shastry Sreepad Dr,13.012836456298828,77.5573501586914,gmaps_v2,clinic,1,0.0
ChIJx4uZKaM9rjsRI7mCPGR7WLs,Dr Shruthi S,13.014336585998535,77.55589294433594,gmaps_v2,clinic,1,0.0
ChIJuWNbK0o9rjsRyktKOuGBpBU,Dr. Geetha K Subramanyam- Internal Medicine in Bengaluru,13.014189720153809,77.55387878417969,gmaps_v2,clinic,0,0.0
ChIJOwoiaTo9rjsRdpBcolfrNvk,Dr. Chetan Satish | Best Plastic Surgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014366149902344,77.55596923828125,gmaps_v2,hospital,2,0.0
ChIJaxcon4E9rjsRc0yZlm-ywdI,Sidma Orthopaedic Center,13.008095741271973,77.55738067626953,gmaps_v2,hospital,3,0.0
ChIJCX3h-9s9rjsRKXdYQCK7GCo,Alvizia Healthcare Pvt. Ltd.,13.012414932250977,77.55613708496094,gmaps_v2,clinic,1,0.0
ChIJuQ2_zHg9rjsRzl4o7KjTlL8,First Eat Right,13.012353897094728,77.55613708496094,gmaps_v2,clinic,9,0.0
ChIJU0ysNH89rjsR8drJGvzltY0,IND HEALTH,13.012286186218262,77.55622100830078,gmaps_v2,clinic,0,0.0
ChIJWx6-nkIWrjsRh8RCApu-KIk,The Heart Center@Manipal hospitals Yeshwanthpur,13.014409065246582,77.55628967285156,gmaps_v2,clinic,41,0.0
ChIJPznTloE9rjsRT8E4ZMgVmWI,Bossimi Clinic,13.008689880371094,77.55728912353516,gmaps_v2,clinic,0,0.0
ChIJtTYjnfI9rjsR66neFPfFCAQ,Pro Physio Healthcare @ Rajajinagar NU West,13.01205348968506,77.552734375,gmaps_v2,clinic,1,0.0
ChIJJS5_wEs9rjsRnj0NySJVeqc,Dr. Geetha K Subramanyam | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014190673828123,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJCZgEB089rjsRQ58gg_kI_sI,Dr. Sundar C Ingaleshwar | Best Pediatrician in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014190673828123,77.55606842041016,gmaps_v2,hospital,6,0.0
ChIJXyVRr3w9rjsRCmJZllxS71w,Dr. Nagarajan P | Best Renal Transplant Surgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014190673828123,77.55606842041016,gmaps_v2,hospital,0,0.0
ChIJZanKkeM9rjsR0MImpygju6I,AndroNeo,13.012019157409668,77.55277252197266,gmaps_v2,clinic,0,0.0
ChIJL1XznEQ9rjsRcJN5RNMonhc,Dr. Anusham A Ananthram | Best Plastic Surgeon in Yeswanthpur | Manipal Hospitals Yeswanthpur,13.014198303222656,77.55596923828125,gmaps_v2,hospital,2,0.0
ChIJ-4VhJIQ9rjsRABdQuTxGdis,Dr. Chirag D | Best Cardiologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014198303222656,77.55606079101562,gmaps_v2,hospital,4,0.0
ChIJt2uIBN89rjsRxmlyny7PwkQ,Dr. Navya P | Best Dermatologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014198303222656,77.55599212646484,gmaps_v2,hospital,3,0.0
ChIJadjlnoE9rjsR9W1BYhrgByg,Blumo Hearing & Speech Clinic,13.008023262023926,77.55745697021484,gmaps_v2,clinic,9,0.0
ChIJUXyzv8Q9rjsR55ETTey6pZw,Dr. Raghuram G | Best Neurosurgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014201164245604,77.55606079101562,gmaps_v2,hospital,2,0.0
ChIJJysOa3g9rjsRueKxzL3rvtg,"I.s. Piles ,Fistula & Skin Clinic",13.011530876159668,77.55204772949219,gmaps_v2,hospital,0,0.0
ChIJ-V3rOok9rjsRhLWS3D0LrYs,Dr. Prashanth P N | Best Gastroenterologist in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014219284057615,77.55612182617188,gmaps_v2,hospital,9,0.0
ChIJOyxQ9Es9rjsRzCU_7kOpjFo,Dr. Vidyasagar Ramappa | Best Gastroenterologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.0142822265625,77.55614471435547,gmaps_v2,hospital,9,0.0
ChIJy1utel89rjsRBnBzsYAUe-I,Dr. Girish P V | Best Gastroenterologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.0142822265625,77.55606079101562,gmaps_v2,hospital,4,0.0
ChIJpaBpKoE9rjsRLVZcoin0JqI,Dr. Rajeshwari Janakiraman | Best Endocrinologist in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.01430320739746,77.55612182617188,gmaps_v2,hospital,10,0.0
ChIJqwdsTGo9rjsRg9LUlEN90MA,Dr. Nandita Rathinam,13.014201164245604,77.55606842041016,gmaps_v2,clinic,1,0.0
ChIJ57EctcY9rjsR4NrOSjztJuU,Dr. Avinash K M | Best Neurosurgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,4,0.0
ChIJ-UmXiSkWrjsRwjCcwGZzfuQ,Vivek Bhaskar Haldipur Dr,13.00793743133545,77.55719757080078,gmaps_v2,clinic,10,0.0
ChIJNftP62g9rjsRinEUegg1bnA,Dr. V Mohan Kumar | Best Urologist in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.0140962600708,77.55608367919922,gmaps_v2,hospital,0,0.0
ChIJMXmU86Y9rjsR5UtOYkBY75Y,Dr. Varsha Acharya,13.014159202575684,77.55609893798828,gmaps_v2,clinic,0,0.0
ChIJu1lkYcg9rjsRDsvbO66lH3k,Dr. Srividya S | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.01414680480957,77.55603790283203,gmaps_v2,hospital,4,0.0
ChIJ2wJbv6M9rjsRDUkIiJaPjFg,Dr. Sujatha Ganigi | Best Cardiologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014145851135254,77.55594635009766,gmaps_v2,hospital,2,0.0
ChIJdZpXLFU9rjsR7UrXwq3nyzE,Dr. Phani Bhushan R | Best Neonatologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.01413917541504,77.55606842041016,gmaps_v2,hospital,4,0.0
ChIJ39Vc4Cg9rjsRNFkecaSFDQs,Dr. Satish Kumar A | Best Haematologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014135360717772,77.55601501464844,gmaps_v2,hospital,2,0.0
ChIJa2VjNg89rjsRXvqEzX6a1w4,Dr. Manjunath M K | Best ENT Specialist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014135360717772,77.55603790283203,gmaps_v2,hospital,4,0.0
ChIJwRFlMnk9rjsRmIwR8casl-I,Columbia Asia Referral Hospital - Yeshwanthpur,13.01412582397461,77.55599212646484,gmaps_v2,hospital,3,0.0
ChIJOc27avc9rjsRRlnsFaOfHp8,Dr. Sreenivasa Murthy T M | Best ENT Specialist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014115333557127,77.5561294555664,gmaps_v2,hospital,3,0.0
ChIJJfpZ19Y9rjsRLLO6oIgs-Rs,Surgical Oncologist,13.014095306396484,77.5560531616211,gmaps_v2,clinic,0,0.0
ChIJGe02MBE9rjsR5FpdENPLNZI,Dr. Irfan K J | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJOb4onyc9rjsRS08o4FTJqPA,Dr. Shankar Desai | Best Dermatologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014073371887209,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJqeveJsw9rjsRJzTJyuI1LAk,Dr. Meena Gnanansekharan | Best Psychiatrist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014031410217283,77.55614471435547,gmaps_v2,hospital,3,0.0
ChIJV7Smyns9rjsRPHbO4mbMoWg,Dr. Praveen Kumar M | Best Rheumatologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.01394748687744,77.55594635009766,gmaps_v2,hospital,13,0.0
ChIJiVarXVU9rjsRSQs8Tus8ups,Dr. Rajendra Prasad B | Best Vascular Surgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.013916015625,77.55601501464844,gmaps_v2,hospital,3,0.0
ChIJ8yZMB2k9rjsR6piPZ0eI3jU,Rao Caterers,13.011483192443848,77.5523452758789,gmaps_v2,clinic,0,0.0
ChIJRRV-Sqc9rjsRswPLBcT5agI,SAI RAMA VASTU,13.008014678955078,77.55452728271484,gmaps_v2,clinic,0,0.0
ChIJw_bgO7c9rjsRa_IerCPGC44,Dr Prabhu Nesargikar,13.007455825805664,77.55479431152344,gmaps_v2,clinic,1,0.0
ChIJUxGe1MM9rjsR9UvaThQAmsI,Sriraksha Heart Centre,13.007318496704102,77.55453491210938,gmaps_v2,clinic,7,0.0
ChIJlxPOSJ09rjsRvVLGwPxd-5A,Dr. Guruprasad H | Best Neurologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014174461364746,77.55607604980469,gmaps_v2,hospital,4,0.0
ChIJVSpiB4s9rjsRRM8mqWyHen0,Dr. Sangeetha Rao | Best Ophthalmologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014177322387695,77.555908203125,gmaps_v2,hospital,2,0.0
ChIJ8wqDLac9rjsR7U0dduXd4Q8,Dr. Shankar Kurpad | Best Orthopaedic Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014178276062012,77.55606842041016,gmaps_v2,hospital,3,0.0
ChIJhYQayiE9rjsR-Eu7ub6ecmw,Dr. Sujatha Ramesh | Best Allergist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014184951782228,77.55606842041016,gmaps_v2,hospital,3,0.0
ChIJpc1maTA9rjsRyyMnADxdOTU,Dr. Abdul Majeed | Best Internal Medicine in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,5,0.0
ChIJo_w3tIM9rjsRkn_mnW4bxbY,Nagarkar's Dental Care,13.007245063781738,77.55452728271484,gmaps_v2,clinic,1,0.0
ChIJU0_3hDk9rjsRL79xR52m2AQ,Dr. Deepak Rudrappa | Best Orthopaedic Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,3,0.0
ChIJP2toCog9rjsRxccj3Nj000Q,Dr. Ravikumar V N | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJ3Q3TS_M9rjsRNnd2r8JEdRE,Dr. Supraja Chandrasekar | Best Pediatrician in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,25,0.0
ChIJOd8B4189rjsRc-TuJ4UUCsw,Dr. Rahul S Kanaka | Best Surgical Oncologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,1,0.0
ChIJpcF4agY9rjsR-LPsSAjxI3c,Dr. Shalini Sharma | Best Pediatrician in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014189720153809,77.55606842041016,gmaps_v2,hospital,4,0.0
ChIJMwIvNqk9rjsR3L1UMYvn_UQ,Dr. Santosh Atmanand Revankar | Best Internal Medicine in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014188766479492,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJNUd_D3E9rjsRDa_SThwVKvA,Dr. Narendra Rangappa | Best Orthopaedic Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014188766479492,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJPU3YuWg9rjsR7DJXrwS4VUI,Dr. Ajay S Shetty | Best Urologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014188766479492,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJlw4KZv09rjsR5WXlG5lNFeI,Dr. Abhishek Mannem | Best Spine Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014188766479492,77.55606842041016,gmaps_v2,hospital,2,0.0
ChIJC9fVnjk9rjsRK2uhx6EOWw0,Dr. Mahadevappa | Best Neurologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014188766479492,77.55606842041016,gmaps_v2,clinic,2,0.0
ChIJFQxmyt89rjsRu4cn48s4a5o,fgfgg,13.014188766479492,77.55606842041016,gmaps_v2,clinic,1,0.0
ChIJwzpoWKM9rjsRnDH3NmmV02s,Dr. Kamini Kurpad | Best Orthopaedic Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014187812805176,77.55606842041016,gmaps_v2,hospital,4,0.0
ChIJa0QjLvg9rjsRjFHZpK_vtkQ,Dr. M S Prasad | Best Dentist in Yeshwanthpur | Manipal Hospital Yeshwanthpur,13.014187812805176,77.55612182617188,gmaps_v2,hospital,3,0.0
ChIJWYaV1n89rjsRsbtb9r0MjSw,Dr. A Aruna Prasad | Best Dermatologist in Yeswanthpur | Manipal Hospital Yeswanthpur,13.014187812805176,77.5560073852539,gmaps_v2,hospital,3,0.0
ChIJn_j4ckY9rjsR4t13bUZX0IE,Dr. Govind Nandakumar | Best Gastrointestinal Surgeon in Yeswanthpur | Manipal Hospital Yeswanthpur,13.01418685913086,77.55606842041016,gmaps_v2,hospital,3,0.0
ChIJD5mVbyw9rjsR5Z5pQ-o7pPc,Parkinsons Disease and Movement Disorders Clinic,13.007115364074709,77.55453491210938,gmaps_v2,clinic,16,-0.2282288588656114
